Материал,Класс,Поставщики
770000019807,G21050102,"['7160000059', '7175100663', '58691', '104143', '61448', '22722', '94293', '108667', '76925', '52095', '66005', '40661']"
770000019810,G21050102,"['59541', '57650', '58691', '54948', '22722', '47772', '60519', '40661']"
770000019811,G21050102,"['59541', '58691', '52095', '61448', '22722', '47772']"
770000019813,G21050102,"['58691', '108667', '76925', '52095', '25890', '66005']"
770000019815,G21050102,"['58691', '108667', '76925', '52095', '66005', '40661']"
770000019817,G21050102,"['58691', '108667', '76925', '52095', '66005', '40661']"
770000019819,G21050102,"['75815', '94767', '94293', '52095', '66005']"
770000019820,G21050102,"['78908', '103072', '94583', '63379', '51983', '76925', '63273', '70579', '50604', '60519', '99932', '59541', '58691', '75577', '61448', '72631', '73082', '66005', '78212', '59157', '99992', '94401', '73073', '94990', '47772', '77122', '93361', '108667', '73668']"
770000019821,G21050102,"['58691', '108667', '76925', '52095', '66005', '40661']"
770000019823,G21050102,"['52095', '66005']"
770000019824,G21050102,"['104795', '58691', '51983', '58060', '94990', '84530', '66005', '40661', '104735']"
770000019825,G21050102,"['75815', '59541', '62488', '58691', '52095', '109173', '61448', '58857', '108667', '76925', '47772', '60519', '66005']"
770000019826,G21050102,"['63104', '59541', '8536', '58691', '60519', '108667', '61448', '22722', '47772', '76120', '83996', '76925', '52095', '25890', '66005', '40661']"
770000019827,G21050102,"['58691', '22722', '108667', '76925', '66005']"
770000019843,G21050102,"['52095', '66005']"
770000019844,G21050102,"['59541', '58691', '52095', '61448', '108667', '76925', '47772', '66005', '40661']"
770000019845,G21050102,"['59541', '58691', '52095', '108667', '73082', '76925', '47772', '60519', '66005', '40661']"
770000019857,G210502,"['59541', '58691', '52095', '61448', '76120', '76925', '47772', '66005', '103322']"
770000019880,G21050102,"['104795', '75815', '94401', '58691', '83996', '104734', '51983', '108667', '61448', '76120', '94293', '94767', '76925', '52095', '66005', '40661', '104735']"
770000019882,G21050102,"['76925', '58691', '66005', '108667']"
770000019890,G21050102,"['63104', '61448', '66005']"
770000019977,G21050102,['66005']
770000019979,G21050102,"['104795', '104734', '51983', '47772', '52095', '94401', '104735']"
770000019980,G21050102,"['58691', '108667', '76925', '52095', '66005', '40661']"
770000019984,G21050102,"['52095', '66005', '83996']"
770000019985,G21050102,"['66005', '72631', '83996', '47772', '94401']"
770000019986,G21050102,"['58691', '54948', '11241', '47772', '66005', '40661']"
770000019990,G21050102,"['92706', '52095', '60519', '66005']"
770000019993,G21050102,['52095']
770000019994,G21050102,"['52095', '83996']"
770000019998,G210502,"['52095', '66005', '73273']"
770000019999,G21050102,"['58691', '108667', '76925', '52095', '66005']"
770000020000,G21050102,"['58691', '108667', '76925', '52095', '66005', '40661']"
770000020001,G21050102,"['104795', '59541', '66005', '73082', '58691', '52095', '104734', '51983', '108667', '76120', '84530', '83996', '76925', '47772', '60519', '94401', '104735']"
770000020002,G21050102,['52095']
770000020005,G21050102,"['58691', '108667', '76925', '52095', '66005']"
770000020008,G21050102,"['98249', '22722', '66005']"
770000020009,G21050102,"['58691', '108667', '76925', '52095', '66005']"
770000020010,G21050102,"['47772', '66005']"
770000020013,G21050102,['66005']
770000020015,G210502,"['52095', '58691', '66005', '40661']"
770000020396,G21050102,"['44114', '40194']"
770000020400,G21050102,['58691']
770000020411,G210502,"['59541', '57650', '44114', '58691', '52095', '61448', '76925', '47772']"
770000020412,G210502,['58691']
770000020810,G2160,"['75283', '52706']"
770000021608,G21050102,"['86311', '52095']"
770000021656,G210502,"['59541', '58691', '52095', '61448', '76925', '47772', '66005', '40661']"
770000022974,G21050102,['7140708705']
770000023203,G2109,"['52509', '68128', '76351', '68969']"
770000024437,G21050102,['61448']
770000024439,G21050102,['66005']
770000024585,G210402,['44114']
770000024772,G21050102,"['76925', '58691', '66005', '108667']"
770000024795,G21050102,['47772']
770000024947,G210502,['47772']
770000025319,G21050102,['40194']
770000025372,G210502,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000025382,G210502,"['52095', '25890']"
770000025928,G21050102,"['52095', '58691']"
770000026020,G21050102,"['58691', '54948', '61448', '108667', '76925', '52095', '66005', '40661']"
770000026171,G21050102,['58691']
770000027011,G210511,['7166902059']
770000027220,G210502,"['59541', '57650', '27605', '58691', '52095', '61448', '76120', '84530', '76925', '47772', '60519', '103322']"
770000027221,G210502,"['59541', '39295', '76120']"
770000027223,G210502,"['59541', '27645', '58691', '58857', '39295', '94990', '83996', '60519', '73273']"
770000027224,G210502,['59541']
770000027225,G210502,['59541']
770000027248,G210502,"['104795', '59541', '51983', '58060', '94990', '104735']"
770000027321,G210502,"['79691', '59541', '86060', '47772']"
770000027324,G210502,"['47772', '40194', '94401', '72631']"
770000027326,G210502,"['59541', '59', '84530']"
770000027329,G210502,"['86311', '59541', '60519', '47772', '76120', '52095', '25890']"
770000027330,G210502,"['59541', '57650']"
770000027331,G210502,"['86311', '59541', '58691', '52095', '60519', '59', '76120', '108667', '76925', '47772', '25890', '66005']"
770000027333,G210502,"['59541', '58691', '61448', '47772', '76925', '52095', '103322']"
770000027336,G210502,"['59541', '79691', '58691', '84530', '108667', '76925', '86060', '66005']"
770000027338,G210502,"['59541', '84530']"
770000027339,G210502,"['59541', '84530']"
770000027341,G210502,['59541']
770000027941,G21050102,"['59541', '58691', '52095', '61448', '47772', '66005']"
770000028132,G21050102,['57650']
770000028166,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000028506,G21050101,"['104795', '104734', '51983', '83996', '94401', '104735']"
770000030706,G21050102,['22722']
770000030987,G21050102,['52095']
770000031012,G21050102,"['58691', '54948', '108667', '76925', '52095', '66005', '40661']"
770000031049,G21050102,"['52095', '66005']"
770000031077,G21050102,['58691']
770000031094,G21050102,"['52095', '66005']"
770000031096,G21050102,"['52095', '66005']"
770000031583,G21050102,"['58691', '66005', '40661', '108667']"
770000031588,G21050102,['52095']
770000031590,G21050102,"['58691', '22722', '108667', '76925', '52095', '66005', '40661']"
770000031598,G2106,"['79691', '73073', '61011', '76338', '86060']"
770000032365,G21050102,"['52095', '58691', '47772', '44114']"
770000032462,G21050102,['52095']
770000032476,G21050102,"['59541', '58691', '61448', '47772', '76925', '52095']"
770000032492,G21050102,"['59541', '57650', '58691', '52095', '61448', '47772']"
770000032562,G210502,"['101382', '83996']"
770000032594,G21050102,['52095']
770000032597,G21050102,['52095']
770000032618,G210502,['52095']
770000032623,G21050102,['61448']
770000032676,G210502,['59541']
770000032691,G210502,"['52095', '97586']"
770000032694,G210502,['52095']
770000033501,G21050102,"['51982', '73636', '66372', '79691', '101245', '76338', '75551', '94293']"
770000033502,G21050102,['52095']
770000033505,G21050102,['57650']
770000033590,G210505,"['103072', '63379', '109890', '50604', '73668', '78212']"
770000033631,G210502,"['79691', '73636', '47772', '94293']"
770000033743,G210505,"['51982', '76338', '66372', '101245']"
770000034326,G2106,"['69418', '8536', '58691', '54948', '104143', '76925', '66005', '40661']"
770000034407,G210402,"['7175101510', '91391', '23472', '62488', '79691', '73073', '96542', '96624', '7175103313', '104734', '72222', '7175108336', '72631', '83996', '94401']"
770000035104,G210512,"['111892', '94401', '112848']"
770000035252,G210505,"['59541', '76925', '47772', '58691']"
770000035255,G21050101,['67942']
770000035290,G21050301,['7140703566']
770000036056,G21050102,"['58691', '54948', '66005', '40661']"
770000036160,G21050301,"['75815', '50683', '68501', '75422', '40222', '88299', '58857', '90394', '100481', '26573', '23288', '94293', '104735']"
770000036405,G21040101,"['23472', '79691', '103684', '83996', '103704', '94293']"
770000036446,G210502,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770000036558,G21050102,['47772']
770000036562,G21050102,['58691']
770000036565,G21050102,"['59541', '27645', '58691', '61448', '39295', '47772', '76925', '52095']"
770000036567,G21050102,"['27645', '39295']"
770000036570,G21050102,['58691']
770000036571,G21050102,"['59541', '27645', '58691', '61448', '47772', '76925', '52095']"
770000037069,G210502,"['111892', '59541', '94401', '112848']"
770000037119,G21050370,"['69418', '27645']"
770000038194,G21050102,['22722']
770000038195,G21050102,['52095']
770000038196,G21050102,"['61448', '22722']"
770000038197,G21050102,"['22722', '94501']"
770000038250,G210511,['7120000849']
770000038253,G210511,"['79691', '44114', '58691', '86060']"
770000038256,G210511,"['79691', '58691', '86060']"
770000038279,G210511,"['79691', '58691', '86060', '66005', '40661']"
770000038282,G210511,"['59541', '66005', '27645', '94501', '62488', '79691', '44114', '58691', '51983', '61448', '7166902059', '83996', '76925', '47772', '86060', '94293']"
770000038446,G2106,"['69418', '27645', '58691', '104143', '72631', '76925', '86060', '40661']"
770000039243,G210506,"['69418', '96318', '73073', '70503', '83996', '72148', '74111']"
770000039363,G210403,"['96633', '83996']"
770000039364,G210403,['96633']
770000039368,G210470,"['23472', '62488', '79691', '72222', '83996', '103704', '107737', '94293']"
770000039369,G210470,"['25471', '23472', '62488', '96542', '73073', '72222', '83996', '75551']"
770000039370,G210470,"['111404', '51983']"
770000039371,G210402,"['96318', '23472', '62488', '96542', '79691', '72222', '83996', '103704', '86060', '107737', '94293', '109587']"
770000039372,G210402,"['23472', '62488', '79691', '96542', '72222', '83996', '103704', '107737', '94293']"
770000039373,G210402,"['96318', '23472', '83996', '86060', '107737', '94293', '109587']"
770000039374,G210402,"['96318', '98235', '23472', '75645', '99932', '61506', '85794', '83996', '86060', '107737', '94293', '109587']"
770000039375,G210402,"['109587', '23472', '79691', '73073', '51983', '72222', '58060', '94990', '72631', '94293', '83996', '103704', '86060', '107737', '94401', '104735']"
770000039376,G210402,"['23472', '83996', '86060', '107737', '94293', '109587']"
770000039377,G210402,"['23472', '83996', '86060', '107737', '94293']"
770000039378,G210402,"['23472', '89499', '94401', '72631', '83996', '86060', '107737', '94293', '109587']"
770000039379,G210402,"['23472', '83996', '86060', '107737', '94293', '109587']"
770000044449,G210516,['73273']
770000046659,G21050102,"['52095', '59']"
770000047031,G21050102,['52095']
770000047035,G21050102,"['59541', '58691', '40194', '52095', '61448', '76925', '47772']"
770000048560,G2110,['75645']
770000049653,G210470,['56600']
770000050160,G210502,"['63104', '60199', '59541', '97586', '58691', '52095', '61448', '76120', '76925', '47772', '25890', '73273', '103322']"
770000051628,G21050102,['52095']
770000051908,G210402,"['23472', '103114', '62488', '79691', '73073', '103704', '72222', '7166930275', '83996', '7120002575', '86060']"
770000052353,G210502,"['58691', '84530', '108667', '76925', '66005', '40661']"
770000055122,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000055441,G21050102,['58691']
770000055497,G210502,['47772']
770000055498,G210502,"['47772', '57650']"
770000055535,G210502,['47772']
770000055540,G210502,['47772']
770000055929,G210502,['52095']
770000056060,G21050102,"['52095', '54937']"
770000056092,G210402,['7140703566']
770000056094,G210402,"['75815', '23472', '79691', '90622', '83996', '103704', '94293', '74111']"
770000057550,G21050102,['8536']
770000059236,G210511,['58691']
770000059262,G210511,['7166930543']
770000059269,G210511,"['27645', '58691', '58857', '47772', '94293']"
770000059678,G210403,"['68501', '75422']"
770000059746,G210403,"['68501', '98235', '75422', '106382', '51397', '73419', '79691', '71605', '83996', '23288', '86060', '91364']"
770000060860,G2106,"['62460', '103072', '44963', '63379', '92855', '73191', '44403', '59196', '85794', '50604', '99932', '78212']"
770000061144,G21050101,"['59541', '76925', '47772', '58691']"
770000061944,G21050370,['69418']
770000062026,G210502,['66005']
770000062031,G210502,"['58691', '108667', '76925', '52095', '66005', '40661']"
770000062032,G210502,"['58691', '104143', '58857', '94990', '47772', '108667', '76925', '52095', '66005', '40661']"
770000062657,G21050301,['69418']
770000062675,G2106,"['44114', '73273']"
770000062834,G21050102,"['104795', '104734', '51983', '7140707753', '83996', '47772', '94401', '104735']"
770000062839,G210502,['73273']
770000063187,G21050102,['57650']
770000063500,G2110,['75892']
770000064952,G21050102,['47772']
770000066211,G210502,"['58691', '54948', '84530', '108667', '76925', '52095', '66005', '40661']"
770000066220,G210502,"['59541', '58691', '108667', '76925', '47772', '66005']"
770000066223,G210502,"['58691', '61448', '52095', '66005', '40661']"
770000066226,G210502,"['59541', '86311', '76925', '58691', '108667', '47772', '25890', '76120', '72148', '52095', '60519', '66005']"
770000066228,G210502,"['52095', '58691', '66005', '40661']"
770000066229,G210502,"['104795', '59541', '58691', '52095', '54948', '51983', '61448', '58060', '94990', '108667', '76925', '47772', '25890', '66005', '40661', '104735']"
770000066327,G21050102,"['58857', '47772', '94293']"
770000066770,G2110,['56600']
770000066780,G2110,['56600']
770000067194,G21050102,['52095']
770000067195,G21050102,['52095']
770000067198,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770000070266,G21050102,"['52095', '22722', '73273']"
770000070795,G210502,"['58691', '66005', '108667']"
770000072963,G21050102,['59541']
770000073983,G21050301,"['78233', '68377', '68501', '98235', '40222', '51397', '87838', '86060', '23288']"
770000074646,G210506,"['98235', '86060', '23288', '81522']"
770000075410,G21050102,"['94501', '94583', '111914', '72737', '71605', '106436']"
770000075475,G210402,"['86060', '94293', '83996']"
770000076023,G210511,"['47772', '94293']"
770000076088,G210402,"['96318', '23472', '89499', '94401', '7166930275', '72631', '83996', '86060', '107737', '94293', '109587']"
770000076091,G210511,"['94401', '104734', '51983']"
770000076230,G210511,"['66372', '72631', '94990', '94401', '104735']"
770000076241,G210511,"['59541', '66005', '27645', '73073', '58691', '61448', '39295', '72631', '91113', '83996', '76925', '47772', '94401']"
770000076245,G210511,"['104795', '59541', '27645', '58691', '104734', '51983', '83996', '47772', '94401', '104735']"
770000077198,G21050102,"['104795', '66005', '104734', '51983', '83996', '52095', '94401', '104735']"
770000077200,G21050102,"['47772', '72631', '94401']"
770000077576,G210402,"['94767', '94293']"
770000078072,G210502,"['59541', '47772', '52095', '72148']"
770000078532,G210502,"['47772', '52095', '66005']"
770000078780,G210402,"['72631', '109972']"
770000080323,G210502,"['54948', '76925', '60519', '25890', '59541', '86311', '67598', '58691', '58857', '76120', '83996', '73082', '52095', '66005', '97586', '47772', '40661', '22722', '39936']"
770000080824,G21050370,"['69418', '68501', '94501', '66912', '96999']"
770000081375,G2106,"['69418', '58464', '58691', '83996', '76925']"
770000082277,G210402,"['25471', '62488', '44114', '51983', '94293', '74111', '79691', '83996', '86060', '109587', '23472', '96542', '73073', '104734', '58060', '104735', '72164', '96318', '103704', '107737', '94401']"
770000082297,G21050102,['73273']
770000082351,G210502,['59541']
770000082354,G210502,['59541']
770000082380,G2170,"['52811', '93259', '62818', '73362']"
770000082886,G210511,"['94401', '104734', '51983']"
770000083461,G2106,['50615']
